"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0C650","2020-05-13 13:00:00","208.000","53.000","2.600","27.000","0.590","989.300","","0.000","7.900","45.000","","27.000","","20.000",""
"C0R600","2020-05-13 13:00:00","766.000","306.000","1.200","23.800","0.930","928.000","","0.000","-99.000","-99.000","-99.000","24.600","","21.800",""
"C0Z320","2020-05-13 13:00:00","646.000","0.000","0.000","20.700","0.930","943.700","","1.500","-99.000","-99.000","-99.000","22.000","","18.500",""
"C0V210","2020-05-13 13:00:00","734.000","213.000","2.600","28.600","0.560","931.700","","0.000","-99.000","-99.000","-99.000","29.900","","18.200",""
"C0K240","2020-05-13 13:00:00","1132.000","266.000","3.000","24.900","0.900","892.800","","0.000","-99.000","-99.000","-99.000","26.900","","19.000",""
"C0M520","2020-05-13 13:00:00","15.000","275.000","2.400","31.200","0.530","1009.600","","0.000","-99.000","-99.000","-99.000","31.200","","22.900",""
"C0A530","2020-05-13 13:00:00","300.000","196.000","1.200","25.700","0.640","980.800","","0.000","-99.000","-99.000","-99.000","26.500","","19.500",""
"C0E820","2020-05-13 13:00:00","220.000","33.000","2.300","28.800","0.520","987.700","","0.500","-99.000","-99.000","-99.000","29.100","","19.400",""
"C0K450","2020-05-13 13:00:00","35.000","262.000","2.600","31.800","0.570","1007.000","","0.000","-99.000","-99.000","-99.000","31.800","","23.000",""
"C0G760","2020-05-13 13:00:00","53.000","258.000","1.600","31.900","0.640","1007.800","","0.000","-99.000","-99.000","-99.000","32.000","","22.900",""
"CM0120","2020-05-13 13:00:00","4.000","352.000","1.300","30.000","0.600","1011.600","","0.000","-99.000","-99.000","-99.000","30.000","","24.500",""
"C0Z290","2020-05-13 13:00:00","946.000","52.000","0.800","18.600","0.990","911.700","","1.000","-99.000","-99.000","-99.000","20.700","","17.200",""
"C0V680","2020-05-13 13:00:00","40.000","263.000","2.800","31.800","0.600","1007.000","","0.000","-99.000","-99.000","-99.000","31.800","","25.500",""
"C0R760","2020-05-13 13:00:00","336.000","20.000","6.800","25.200","0.810","975.900","","0.000","13.000","14.000","","25.500","","22.100",""
"C0F9U0","2020-05-13 13:00:00","74.000","263.000","3.400","32.400","0.480","1003.500","","0.000","-99.000","-99.000","-99.000","32.400","","24.700",""
"C0AI10","2020-05-13 13:00:00","76.000","136.000","2.700","27.800","0.540","1005.500","","0.000","-99.000","-99.000","-99.000","28.900","","20.400",""
"C0R790","2020-05-13 13:00:00","111.000","45.000","4.700","27.800","0.730","1001.200","","0.000","15.300","33.000","","27.800","","24.100",""
"C0R550","2020-05-13 13:00:00","38.000","225.000","4.000","31.200","0.620","1008.200","","0.000","-99.000","-99.000","-99.000","31.200","","24.000",""
"C0F9L0","2020-05-13 13:00:00","253.000","344.000","3.500","30.600","0.490","983.400","","0.000","-99.000","-99.000","-99.000","30.600","","22.300",""
"C0A950","2020-05-13 13:00:00","60.000","70.000","6.800","23.400","0.890","1009.200","","0.000","-99.000","-99.000","-99.000","23.700","","21.900",""
"C0R160","2020-05-13 13:00:00","45.000","306.000","1.700","31.300","0.710","1005.800","","0.000","-99.000","-99.000","-99.000","31.500","","24.600",""
"C0F9S0","2020-05-13 13:00:00","43.000","310.000","1.500","32.000","0.520","1006.800","","0.000","-99.000","-99.000","-99.000","32.000","","24.100",""
"C0M820","2020-05-13 13:00:00","980.000","252.000","3.400","24.600","0.670","906.100","","0.000","-99.000","-99.000","-99.000","25.700","","17.300",""
"C0G870","2020-05-13 13:00:00","12.000","356.000","3.100","30.800","0.350","1011.500","","0.000","-99.000","-99.000","-99.000","30.900","","23.300",""
"C0R530","2020-05-13 13:00:00","16.000","242.000","4.000","28.900","0.670","1010.000","","0.000","-99.000","-99.000","-99.000","28.900","","26.000",""
"C0O840","2020-05-13 13:00:00","134.000","295.000","2.800","30.200","0.670","994.800","","0.000","-99.000","-99.000","-99.000","30.700","","22.700",""
"C0A890","2020-05-13 13:00:00","40.000","185.000","0.500","28.700","0.660","1010.200","","0.000","-99.000","-99.000","-99.000","28.700","","20.100",""
"C0A660","2020-05-13 13:00:00","97.000","44.000","1.700","25.300","0.680","1003.700","","0.500","7.100","31.000","","25.800","","20.100",""
"C0T9H0","2020-05-13 13:00:00","725.000","81.000","2.700","21.100","0.990","936.300","","0.000","-99.000","-99.000","-99.000","23.600","","17.900",""
"C0R270","2020-05-13 13:00:00","51.000","304.000","3.100","31.200","0.670","1005.400","","0.000","-99.000","-99.000","-99.000","31.600","","25.500",""
"C0O980","2020-05-13 13:00:00","18.000","260.000","1.800","33.300","0.530","1010.700","","0.000","-99.000","-99.000","-99.000","33.300","","23.200",""
"C0T9I0","2020-05-13 13:00:00","152.000","44.000","2.500","25.700","0.690","999.700","","0.000","-99.000","-99.000","-99.000","27.600","","21.200",""
"C0V760","2020-05-13 13:00:00","30.000","280.000","2.100","31.300","0.580","1009.100","","0.000","-99.000","-99.000","-99.000","31.800","","25.100",""
"C0AG90","2020-05-13 13:00:00","25.000","32.000","2.600","28.700","0.580","1012.000","","0.000","8.200","99.000","","29.500","","23.400",""
"C0R570","2020-05-13 13:00:00","37.000","70.000","1.900","32.100","0.590","1006.300","","0.000","-99.000","-99.000","-99.000","32.100","","25.500",""
"C0O900","2020-05-13 13:00:00","9.000","255.000","3.900","32.400","0.600","1010.700","","0.000","-99.000","-99.000","-99.000","32.600","","23.400",""
"C0AD00","2020-05-13 13:00:00","86.000","78.000","2.300","26.700","0.600","1004.900","","0.000","9.600","87.000","","26.800","","23.500",""
"C0V700","2020-05-13 13:00:00","24.000","309.000","1.400","30.500","0.640","1008.400","","0.000","-99.000","-99.000","-99.000","30.700","","26.000",""
"C0AH00","2020-05-13 13:00:00","38.000","4.000","4.000","26.200","0.610","1010.100","","0.000","-99.000","-99.000","-99.000","26.400","","21.800",""
"C0X080","2020-05-13 13:00:00","2.000","274.000","3.500","34.300","0.500","1011.600","","0.000","-99.000","-99.000","-99.000","34.500","","23.200",""
"C0G910","2020-05-13 13:00:00","42.000","299.000","4.900","30.700","0.560","1006.000","","0.000","-99.000","-99.000","-99.000","30.800","","23.300",""
"C0I480","2020-05-13 13:00:00","2165.000","197.000","1.200","17.300","0.850","790.600","","0.000","-99.000","-99.000","-99.000","18.100","","10.600",""
"C0R710","2020-05-13 13:00:00","117.000","49.000","9.100","28.200","0.720","1000.400","","0.000","-99.000","-99.000","-99.000","28.700","","24.400",""
"C0A860","2020-05-13 13:00:00","362.000","40.000","3.500","24.600","0.710","974.400","","0.000","-99.000","-99.000","-99.000","24.800","","18.900",""
"C0U940","2020-05-13 13:00:00","25.000","25.000","1.200","26.000","0.650","1014.300","","0.000","-99.000","-99.000","-99.000","26.900","","21.100",""
"C0S970","2020-05-13 13:00:00","19.000","76.000","6.800","27.700","0.700","1011.900","","0.000","-99.000","-99.000","-99.000","28.300","","25.300",""
"C0V260","2020-05-13 13:00:00","126.000","255.000","3.300","34.300","0.510","997.400","","0.000","-99.000","-99.000","-99.000","34.300","","24.000",""
"C0H990","2020-05-13 13:00:00","3076.000","204.000","3.000","9.300","0.990","708.400","","0.000","-99.000","-99.000","-99.000","11.400","","6.200",""
"C0F9K0","2020-05-13 13:00:00","30.000","18.000","6.100","27.800","0.640","1007.400","","0.000","-99.000","-99.000","-99.000","29.200","","21.900",""
"C0AH90","2020-05-13 13:00:00","660.000","70.000","0.500","19.600","0.990","944.300","","0.000","-99.000","-99.000","-99.000","22.400","","17.100",""
"C0W150","2020-05-13 13:00:00","42.000","54.000","6.000","29.200","0.340","1009.800","","0.000","13.500","48.000","","29.700","","23.400",""
"C0F000","2020-05-13 13:00:00","273.000","4.000","2.300","29.800","0.570","978.400","","0.000","-99.000","-99.000","-99.000","30.000","","21.800",""
"C0M860","2020-05-13 13:00:00","578.000","323.000","0.300","28.300","0.630","947.800","","0.000","-99.000","-99.000","-99.000","29.800","","20.100",""
"C0K410","2020-05-13 13:00:00","20.000","257.000","2.400","30.800","0.610","1008.600","","0.000","-99.000","-99.000","-99.000","31.200","","23.400",""
"C0R140","2020-05-13 13:00:00","740.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0V800","2020-05-13 13:00:00","256.000","189.000","0.700","32.300","0.550","981.400","","0.500","-99.000","-99.000","-99.000","32.300","","23.400",""
"C0S830","2020-05-13 13:00:00","288.000","37.000","3.300","23.600","0.830","984.300","","0.000","-99.000","-99.000","-99.000","27.100","","21.300",""
"C0S920","2020-05-13 13:00:00","98.000","122.000","1.800","27.000","0.710","998.800","","0.000","-99.000","-99.000","-99.000","28.400","","23.200",""
"C0V640","2020-05-13 13:00:00","35.000","275.000","4.600","29.900","0.670","1007.900","","0.000","-99.000","-99.000","-99.000","30.100","","24.700",""
"C0AH80","2020-05-13 13:00:00","68.000","51.000","4.100","27.600","0.550","1005.900","","0.000","-99.000","-99.000","-99.000","28.200","","20.800",""
"C0K250","2020-05-13 13:00:00","12.000","331.000","1.600","31.600","0.640","1010.700","","0.000","-99.000","-99.000","-99.000","31.600","","20.900",""
"C0R840","2020-05-13 13:00:00","536.000","55.000","5.700","24.000","0.850","954.000","","0.000","14.200","58.000","","25.500","","20.800",""
"C0I410","2020-05-13 13:00:00","180.000","307.000","1.900","31.200","0.580","991.000","","0.000","-99.000","-99.000","-99.000","32.200","","22.100",""
"C0M410","2020-05-13 13:00:00","245.000","7.000","2.700","29.900","0.630","980.300","","0.000","-99.000","-99.000","-99.000","31.700","","21.600",""
"C0G810","2020-05-13 13:00:00","26.000","326.000","1.900","32.100","0.610","1008.500","","0.000","-99.000","-99.000","-99.000","32.100","","24.100",""
"C0U650","2020-05-13 13:00:00","442.000","9.000","0.800","20.900","0.920","966.800","","0.500","-99.000","-99.000","-99.000","24.100","","19.100",""
"C0D660","2020-05-13 13:00:00","65.000","18.000","2.400","29.300","0.490","1005.200","","0.000","-99.000","-99.000","-99.000","29.700","","22.000",""
"C0E540","2020-05-13 13:00:00","32.000","22.000","4.100","29.200","0.590","1009.400","","0.000","10.100","23.000","","30.100","","20.300",""
"C0W170","2020-05-13 13:00:00","42.000","46.000","5.200","23.400","0.660","1010.600","","0.000","-99.000","-99.000","-99.000","23.800","","20.300",""
"C0Z150","2020-05-13 13:00:00","27.000","39.000","4.200","26.500","0.750","1013.000","","0.000","-99.000","-99.000","-99.000","27.200","","22.400",""
"C0S840","2020-05-13 13:00:00","22.000","54.000","5.100","29.300","0.680","1013.500","","0.000","-99.000","-99.000","-99.000","30.000","","25.400",""
"C0H9A0","2020-05-13 13:00:00","1595.000","84.000","1.200","21.600","0.760","847.200","","0.000","-99.000","-99.000","-99.000","24.500","","14.000",""
"C0Z300","2020-05-13 13:00:00","182.000","96.000","1.300","25.100","0.870","995.700","","0.000","-99.000","-99.000","-99.000","26.500","","21.400",""
"C0G730","2020-05-13 13:00:00","27.000","353.000","4.100","29.900","0.590","1009.500","","0.000","-99.000","-99.000","-99.000","29.900","","23.000",""
"C0V730","2020-05-13 13:00:00","33.000","244.000","3.000","31.400","0.580","1008.500","","0.000","-99.000","-99.000","-99.000","32.000","","25.700",""
"C0SA00","2020-05-13 13:00:00","466.000","102.000","1.800","22.700","0.860","962.200","","0.000","-99.000","-99.000","-99.000","24.600","","20.700",""
"C0S900","2020-05-13 13:00:00","27.000","23.000","6.100","27.100","0.750","1011.400","","0.000","14.000","11.000","","27.300","","25.800",""
"C0C480","2020-05-13 13:00:00","105.000","118.000","2.000","30.100","0.480","1001.200","","0.000","-99.000","-99.000","-99.000","30.100","","22.100",""
"C0V720","2020-05-13 13:00:00","15.000","268.000","2.700","31.100","0.590","1010.400","","0.000","-99.000","-99.000","-99.000","31.200","","26.500",""
"C0UA60","2020-05-13 13:00:00","566.000","44.000","1.300","22.700","0.790","952.100","","0.500","-99.000","-99.000","-99.000","26.000","","18.300",""
"C0A980","2020-05-13 13:00:00","11.000","91.000","4.100","29.200","0.340","1013.300","","0.000","-99.000","-99.000","-99.000","29.800","","23.400",""
"C0C670","2020-05-13 13:00:00","250.000","28.000","2.700","27.200","0.560","985.100","","0.000","9.500","42.000","","27.200","","20.000",""
"C0K550","2020-05-13 13:00:00","15.000","259.000","1.300","32.400","0.500","1010.500","","0.000","-99.000","-99.000","-99.000","32.500","","23.500",""
"C0R350","2020-05-13 13:00:00","35.000","53.000","7.100","29.900","0.630","1008.700","","0.000","13.600","60.000","","30.300","","25.200",""
"C0T9F0","2020-05-13 13:00:00","251.000","108.000","0.300","25.000","0.760","987.200","","0.000","-99.000","-99.000","-99.000","26.500","","20.600",""
"C0D390","2020-05-13 13:00:00","146.000","296.000","0.700","30.300","0.500","994.600","","0.000","-99.000","-99.000","-99.000","30.600","","20.400",""
"C0E430","2020-05-13 13:00:00","258.000","355.000","1.400","28.900","0.510","986.900","","0.000","-99.000","-99.000","-99.000","29.000","","19.900",""
"C0O990","2020-05-13 13:00:00","18.000","242.000","1.600","33.100","0.530","1009.300","","0.000","-99.000","-99.000","-99.000","33.300","","23.600",""
"CM0010","2020-05-13 13:00:00","68.000","-99.000","-99.000","26.800","0.560","1007.300","","0.000","-99.000","-99.000","-99.000","27.100","","21.700",""
"C0K500","2020-05-13 13:00:00","12.000","285.000","1.600","31.500","0.630","1009.300","","0.000","-99.000","-99.000","-99.000","31.800","","23.300",""
"C0X260","2020-05-13 13:00:00","39.000","287.000","3.500","31.700","0.580","1007.700","","0.000","-99.000","-99.000","-99.000","31.700","","23.400",""
"C0ACA0","2020-05-13 13:00:00","25.000","64.000","3.200","27.700","0.480","1010.000","","0.000","11.000","86.000","","27.900","","23.100",""
"C0X180","2020-05-13 13:00:00","62.000","232.000","2.300","32.400","0.540","1003.400","","0.000","-99.000","-99.000","-99.000","32.400","","23.700",""
"C0F930","2020-05-13 13:00:00","100.000","1.000","0.800","31.800","0.570","1000.700","","0.000","-99.000","-99.000","-99.000","32.800","","21.000",""
"C0I010","2020-05-13 13:00:00","1562.000","321.000","2.300","23.900","0.620","849.500","","0.000","-99.000","-99.000","-99.000","24.100","","15.400",""
"C0R190","2020-05-13 13:00:00","32.000","161.000","1.800","32.200","0.640","1007.500","","0.000","-99.000","-99.000","-99.000","32.200","","24.900",""
"C0E420","2020-05-13 13:00:00","19.000","34.000","2.900","30.100","0.500","1008.500","","0.000","-99.000","-99.000","-99.000","30.400","","20.600",""
"C0I460","2020-05-13 13:00:00","110.000","313.000","2.700","31.500","0.580","999.500","","0.000","-99.000","-99.000","-99.000","31.600","","23.000",""
"C0A9F0","2020-05-13 13:00:00","35.000","88.000","2.800","27.500","0.550","1010.900","","0.000","9.900","47.000","","28.400","","23.100",""
"C0F9A0","2020-05-13 13:00:00","425.000","335.000","1.500","30.200","0.600","964.900","","0.000","-99.000","-99.000","-99.000","31.300","","21.100",""
"C0O950","2020-05-13 13:00:00","4.000","296.000","0.500","32.000","0.620","1010.700","","0.000","-99.000","-99.000","-99.000","32.000","","24.100",""
"C0M760","2020-05-13 13:00:00","40.000","283.000","2.500","31.800","0.580","1007.200","","0.000","-99.000","-99.000","-99.000","32.000","","23.300",""
"C0AH70","2020-05-13 13:00:00","34.000","71.000","3.600","27.200","0.500","1010.900","","0.000","11.200","82.000","","28.300","","23.000",""
"C0V250","2020-05-13 13:00:00","298.000","198.000","0.800","33.700","0.470","977.900","","1.000","-99.000","-99.000","-99.000","33.700","","22.800",""
"C0U980","2020-05-13 13:00:00","573.000","117.000","2.100","23.900","0.720","952.600","","0.000","-99.000","-99.000","-99.000","25.500","","18.100",""
"C0S740","2020-05-13 13:00:00","289.000","33.000","1.800","25.900","0.690","983.000","","0.000","-99.000","-99.000","-99.000","27.900","","20.800",""
"C0A940","2020-05-13 13:00:00","49.000","79.000","1.500","26.800","0.660","1010.500","","0.000","-99.000","-99.000","-99.000","26.900","","20.400",""
"C0A920","2020-05-13 13:00:00","196.000","88.000","4.800","24.400","0.650","992.400","","0.000","10.400","80.000","","24.900","","21.000",""
"C0T870","2020-05-13 13:00:00","135.000","218.000","1.100","25.400","0.670","1000.100","","0.000","-99.000","-99.000","-99.000","26.100","","21.100",""
"C0O930","2020-05-13 13:00:00","69.000","286.000","0.700","34.200","1.000","1003.100","","0.000","-99.000","-99.000","-99.000","34.600","","23.500",""
"C0AI40","2020-05-13 13:00:00","37.000","69.000","3.000","29.000","0.370","1010.100","","0.000","8.800","81.000","","29.600","","24.200",""
"C0C460","2020-05-13 13:00:00","482.000","0.000","0.000","27.400","0.600","959.800","","0.000","-99.000","-99.000","-99.000","28.100","","21.000",""
"C0E520","2020-05-13 13:00:00","320.000","303.000","1.200","30.100","0.600","977.200","","0.000","-99.000","-99.000","-99.000","30.100","","19.500",""
"C0T9D0","2020-05-13 13:00:00","7.000","28.000","0.900","26.100","0.740","1016.200","","0.000","-99.000","-99.000","-99.000","26.900","","21.200",""
"C0I390","2020-05-13 13:00:00","1184.000","247.000","1.200","26.700","0.590","886.400","","0.000","-99.000","-99.000","-99.000","26.700","","15.600",""
"C0B020","2020-05-13 13:00:00","86.000","357.000","3.600","24.100","0.690","1004.300","","-99.000","9.500","354.000","","24.200","","22.600",""
"CM0170","2020-05-13 13:00:00","106.000","256.000","3.200","30.200","0.650","1000.600","","0.000","-99.000","-99.000","-99.000","30.200","","22.000",""
"C0F860","2020-05-13 13:00:00","2215.000","218.000","2.100","19.700","0.710","782.900","","0.000","-99.000","-99.000","-99.000","19.800","","10.400",""
"C0U890","2020-05-13 13:00:00","116.000","56.000","1.500","24.500","0.980","1003.900","","0.000","-99.000","-99.000","-99.000","25.700","","21.300",""
"C0G800","2020-05-13 13:00:00","15.000","358.000","4.000","29.800","0.640","1010.000","","0.000","-99.000","-99.000","-99.000","30.100","","22.600",""
"C0F850","2020-05-13 13:00:00","379.000","301.000","2.000","28.400","0.620","968.900","","0.000","-99.000","-99.000","-99.000","28.900","","21.000",""
"C0AH50","2020-05-13 13:00:00","275.000","97.000","4.900","26.800","0.510","982.400","","0.000","11.000","79.000","","27.000","","21.200",""
"C0Z160","2020-05-13 13:00:00","124.000","14.000","2.400","26.600","0.610","1004.600","","0.000","-99.000","-99.000","-99.000","26.900","","21.900",""
"C0R540","2020-05-13 13:00:00","17.000","236.000","3.400","30.200","0.680","1009.900","","0.000","-99.000","-99.000","-99.000","30.200","","26.200",""
"C0K480","2020-05-13 13:00:00","56.000","296.000","2.000","31.400","0.720","1005.000","","0.000","-99.000","-99.000","-99.000","31.400","","23.200",""
"C0H890","2020-05-13 13:00:00","440.000","249.000","2.400","30.600","0.580","961.900","","0.000","-99.000","-99.000","-99.000","30.600","","20.200",""
"C0S770","2020-05-13 13:00:00","375.000","142.000","1.800","23.700","0.850","972.100","","0.000","7.300","87.000","","26.500","","21.700",""
"C0X230","2020-05-13 13:00:00","29.000","276.000","4.000","30.700","0.570","1009.700","","0.000","-99.000","-99.000","-99.000","31.000","","23.200",""
"C0B010","2020-05-13 13:00:00","38.000","56.000","5.200","26.200","0.660","1008.400","","0.000","-99.000","-99.000","-99.000","26.200","","21.000",""
"C0R490","2020-05-13 13:00:00","49.000","272.000","2.800","31.800","0.540","1005.400","","0.000","-99.000","-99.000","-99.000","32.300","","25.300",""
"C0V440","2020-05-13 13:00:00","27.000","323.000","2.200","32.900","0.620","1008.300","","0.000","-99.000","-99.000","-99.000","32.900","","25.500",""
"C0SA40","2020-05-13 13:00:00","200.000","11.000","1.000","27.500","0.640","992.200","","0.000","-99.000","-99.000","-99.000","29.000","","21.900",""
"C0Z280","2020-05-13 13:00:00","224.000","86.000","1.800","24.500","0.760","991.300","","2.500","-99.000","-99.000","-99.000","26.600","","20.900",""
"C0Z070","2020-05-13 13:00:00","247.000","48.000","0.800","24.000","0.860","987.100","","1.500","-99.000","-99.000","-99.000","27.000","","20.500",""
"CM0180","2020-05-13 13:00:00","313.000","134.000","0.800","31.600","0.560","977.500","","0.000","-99.000","-99.000","-99.000","32.200","","22.500",""
"C0T9N0","2020-05-13 13:00:00","261.000","61.000","1.800","25.300","0.700","985.600","","0.000","-99.000","-99.000","-99.000","27.800","","21.100",""
"C0R800","2020-05-13 13:00:00","131.000","52.000","4.900","28.400","0.620","997.700","","0.000","15.400","45.000","","29.000","","24.600",""
"C0K470","2020-05-13 13:00:00","97.000","297.000","1.300","31.100","0.660","1000.400","","0.000","-99.000","-99.000","-99.000","31.500","","21.900",""
"C0R720","2020-05-13 13:00:00","214.000","36.000","5.300","26.600","0.770","990.200","","0.000","10.600","29.000","","27.600","","22.900",""
"C0V650","2020-05-13 13:00:00","28.000","284.000","4.400","29.000","0.710","1010.800","","0.000","-99.000","-99.000","-99.000","29.700","","24.700",""
"C0R830","2020-05-13 13:00:00","383.000","58.000","7.400","24.300","0.800","970.000","","0.000","13.300","56.000","","25.100","","21.500",""
"C0H9C0","2020-05-13 13:00:00","3402.000","315.000","1.000","11.600","0.760","680.400","","0.000","-99.000","-99.000","-99.000","12.300","","4.200",""
"C0U780","2020-05-13 13:00:00","15.000","46.000","1.300","26.100","0.700","1014.700","","0.000","-99.000","-99.000","-99.000","26.400","","21.900",""
"C0U760","2020-05-13 13:00:00","22.000","0.000","0.100","28.300","0.640","1014.700","","0.000","-99.000","-99.000","-99.000","28.300","","21.400",""
"C0X290","2020-05-13 13:00:00","10.000","283.000","2.000","29.300","0.640","1010.900","","0.000","-99.000","-99.000","-99.000","29.700","","25.000",""
"C0E830","2020-05-13 13:00:00","37.000","2.000","4.200","28.100","0.600","1007.800","","0.000","12.000","6.000","","29.700","","21.700",""
"C0M660","2020-05-13 13:00:00","40.000","238.000","3.100","31.100","0.630","1007.600","","0.000","-99.000","-99.000","-99.000","31.100","","23.000",""
"C0D580","2020-05-13 13:00:00","120.000","0.000","0.000","29.100","0.570","999.100","","0.000","-99.000","-99.000","-99.000","29.100","","18.900",""
"C0R640","2020-05-13 13:00:00","21.000","273.000","3.300","29.100","0.800","1009.800","","0.000","-99.000","-99.000","-99.000","29.300","","26.100",""
"C0E810","2020-05-13 13:00:00","53.000","8.000","5.200","28.900","0.650","1007.200","","0.000","-99.000","-99.000","-99.000","29.700","","19.600",""
"C0G830","2020-05-13 13:00:00","27.000","328.000","3.400","31.700","0.770","1008.000","","0.000","-99.000","-99.000","-99.000","31.700","","23.700",""
"C0A550","2020-05-13 13:00:00","422.000","58.000","0.400","23.700","0.770","968.900","","0.000","-99.000","-99.000","-99.000","24.600","","17.700",""
"C0G750","2020-05-13 13:00:00","31.000","293.000","2.000","31.100","0.600","1009.200","","-99.000","-99.000","-99.000","-99.000","31.100","","22.800",""
"C0Z270","2020-05-13 13:00:00","343.000","76.000","2.800","24.000","0.810","977.500","","0.000","-99.000","-99.000","-99.000","25.100","","20.700",""
"C0UA30","2020-05-13 13:00:00","1397.000","0.000","0.100","15.700","1.000","863.600","","1.500","-99.000","-99.000","-99.000","16.000","","14.100",""
"C0I080","2020-05-13 13:00:00","536.000","353.000","0.400","30.700","0.590","955.000","","0.000","-99.000","-99.000","-99.000","30.700","","18.700",""
"C0UA00","2020-05-13 13:00:00","392.000","0.000","0.200","23.500","0.820","972.900","","0.000","-99.000","-99.000","-99.000","26.300","","19.600",""
"C0AD40","2020-05-13 13:00:00","32.000","54.000","2.800","29.200","0.510","1009.700","","0.000","9.900","16.000","","29.200","","21.900",""
"C0G900","2020-05-13 13:00:00","20.000","16.000","4.700","29.600","0.640","1009.500","","0.000","11.100","14.000","","30.200","","23.800",""
"C0S660","2020-05-13 13:00:00","794.000","70.000","1.500","23.100","0.680","928.400","","0.000","-99.000","-99.000","-99.000","24.500","","18.700",""
"C0M640","2020-05-13 13:00:00","155.000","259.000","1.800","30.300","0.630","994.000","","0.000","-99.000","-99.000","-99.000","30.300","","22.500",""
"C0R660","2020-05-13 13:00:00","20.000","308.000","3.800","27.700","0.790","1010.600","","0.000","-99.000","-99.000","-99.000","28.600","","25.800",""
"C0UA10","2020-05-13 13:00:00","1711.000","0.000","0.000","14.400","1.000","834.600","","1.000","-99.000","-99.000","-99.000","14.500","","11.900",""
"C0V770","2020-05-13 13:00:00","26.000","251.000","1.800","31.600","0.540","1008.800","","0.000","-99.000","-99.000","-99.000","31.800","","24.800",""
"C0E730","2020-05-13 13:00:00","26.000","24.000","1.800","30.100","0.470","1008.200","","0.000","-99.000","-99.000","-99.000","30.600","","20.900",""
"C0V810","2020-05-13 13:00:00","32.000","288.000","3.900","28.500","0.720","1007.400","","0.000","-99.000","-99.000","-99.000","28.500","","25.000",""
"C0A9C0","2020-05-13 13:00:00","35.000","89.000","2.900","27.300","0.510","1010.700","","0.000","11.800","138.000","","28.200","","23.900",""
"C0X310","2020-05-13 13:00:00","9.000","288.000","3.000","28.300","0.680","1011.800","","0.000","-99.000","-99.000","-99.000","28.400","","24.800",""
"C0K280","2020-05-13 13:00:00","23.000","247.000","1.200","32.900","0.600","1011.400","","0.000","-99.000","-99.000","-99.000","32.900","","22.700",""
"C0M650","2020-05-13 13:00:00","20.000","258.000","1.200","30.900","0.600","1010.000","","0.000","-99.000","-99.000","-99.000","31.000","","23.700",""
"C0S910","2020-05-13 13:00:00","212.000","29.000","4.500","25.800","0.990","991.500","","0.000","13.800","23.000","","26.300","","24.000",""
"C0D570","2020-05-13 13:00:00","15.000","9.000","1.500","32.000","0.520","1011.000","","0.000","-99.000","-99.000","-99.000","32.300","","19.500",""
"C0M710","2020-05-13 13:00:00","15.000","303.000","2.000","28.900","0.690","1010.600","","0.000","-99.000","-99.000","-99.000","29.500","","24.400",""
"C0V490","2020-05-13 13:00:00","20.000","270.000","1.700","30.800","0.600","1010.000","","0.000","-99.000","-99.000","-99.000","31.000","","25.800",""
"C0E870","2020-05-13 13:00:00","34.000","14.000","3.100","29.600","0.540","1010.200","","0.000","-99.000","-99.000","-99.000","30.700","","20.800",""
"C0M800","2020-05-13 13:00:00","440.000","258.000","1.200","29.900","0.580","963.100","","0.000","-99.000","-99.000","-99.000","29.900","","20.400",""
"C0A570","2020-05-13 13:00:00","360.000","85.000","1.500","24.000","0.700","974.800","","0.000","9.300","97.000","","25.000","","18.800",""
"C0S790","2020-05-13 13:00:00","236.000","28.000","1.000","25.700","0.750","989.700","","0.000","-99.000","-99.000","-99.000","32.300","","22.600",""
"C0D590","2020-05-13 13:00:00","143.000","44.000","3.800","27.800","0.570","998.200","","0.000","9.500","34.000","","28.700","","20.800",""
"C0U990","2020-05-13 13:00:00","31.000","78.000","2.600","26.200","0.650","1013.400","","0.000","-99.000","-99.000","-99.000","26.500","","21.200",""
"C0M700","2020-05-13 13:00:00","150.000","266.000","1.000","31.100","0.610","995.400","","0.000","-99.000","-99.000","-99.000","31.100","","21.600",""
"C0A970","2020-05-13 13:00:00","96.000","45.000","4.000","25.600","0.940","1005.600","","0.000","-99.000","-99.000","-99.000","26.100","","21.600",""
"CM0110","2020-05-13 13:00:00","7.000","22.000","4.100","29.400","0.550","1011.500","","-99.000","-99.000","-99.000","-99.000","30.200","","23.000",""
"C0S940","2020-05-13 13:00:00","150.000","20.000","1.900","24.500","0.840","997.700","","0.500","-99.000","-99.000","-99.000","27.700","","21.800",""
"C0X250","2020-05-13 13:00:00","33.000","254.000","2.100","32.400","0.520","1007.900","","0.000","-99.000","-99.000","-99.000","32.400","","24.100",""
"C0K520","2020-05-13 13:00:00","10.000","353.000","1.900","31.100","0.650","1009.800","","0.000","-99.000","-99.000","-99.000","31.400","","23.700",""
"C0Z200","2020-05-13 13:00:00","153.000","31.000","2.700","26.200","0.600","999.400","","0.500","-99.000","-99.000","-99.000","26.500","","21.600",""
