"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0M410","2020-05-13 04:00:00","245.000","356.000","1.300","22.200","0.960","980.400","","0.000","-99.000","-99.000","-99.000","22.300","","21.600",""
"C0F9Z0","2020-05-13 04:00:00","3193.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0G810","2020-05-13 04:00:00","26.000","0.000","0.100","24.100","0.900","1008.100","","0.000","-99.000","-99.000","-99.000","24.800","","24.100",""
"C0U650","2020-05-13 04:00:00","442.000","0.000","0.000","20.200","0.890","965.300","","0.000","-99.000","-99.000","-99.000","20.200","","19.100",""
"C0D660","2020-05-13 04:00:00","65.000","81.000","0.400","22.400","0.780","1004.000","","0.000","-99.000","-99.000","-99.000","22.400","","22.000",""
"C0E540","2020-05-13 04:00:00","32.000","37.000","0.900","20.600","0.930","1007.900","","0.000","-99.000","-99.000","-99.000","21.700","","20.500",""
"C0W170","2020-05-13 04:00:00","42.000","29.000","4.600","20.400","0.850","1009.300","","0.000","-99.000","-99.000","-99.000","20.700","","20.300",""
"C0Z150","2020-05-13 04:00:00","27.000","245.000","2.100","22.800","0.990","1011.400","","0.000","-99.000","-99.000","-99.000","22.800","","22.400",""
"C0S840","2020-05-13 04:00:00","22.000","42.000","1.800","25.600","0.830","1011.700","","0.000","-99.000","-99.000","-99.000","26.100","","25.400",""
"C0H9A0","2020-05-13 04:00:00","1595.000","274.000","0.900","14.200","0.950","846.000","","0.000","-99.000","-99.000","-99.000","15.000","","14.000",""
"C0Z300","2020-05-13 04:00:00","182.000","94.000","0.500","21.400","0.990","994.600","","0.000","-99.000","-99.000","-99.000","21.600","","21.400",""
"C0G730","2020-05-13 04:00:00","27.000","0.000","0.000","23.400","0.960","1008.900","","0.000","-99.000","-99.000","-99.000","23.800","","23.400",""
"C0V730","2020-05-13 04:00:00","33.000","358.000","0.900","25.700","0.990","1008.200","","0.000","-99.000","-99.000","-99.000","26.600","","25.700",""
"C0SA00","2020-05-13 04:00:00","466.000","0.000","0.000","20.800","0.980","960.700","","0.000","-99.000","-99.000","-99.000","21.200","","20.700",""
"C0S900","2020-05-13 04:00:00","27.000","9.000","4.000","26.000","0.860","1009.500","","0.000","9.800","8.000","","26.100","","25.800",""
"C0C480","2020-05-13 04:00:00","105.000","129.000","1.800","22.300","0.800","1000.400","","0.000","-99.000","-99.000","-99.000","22.300","","22.100",""
"C0V720","2020-05-13 04:00:00","15.000","52.000","0.800","26.700","0.880","1009.700","","0.000","-99.000","-99.000","-99.000","28.100","","26.500",""
"C0UA60","2020-05-13 04:00:00","566.000","328.000","1.000","19.100","0.960","950.600","","0.500","-99.000","-99.000","-99.000","19.100","","18.900",""
"C0A980","2020-05-13 04:00:00","11.000","111.000","1.900","23.700","0.760","1013.000","","0.000","-99.000","-99.000","-99.000","23.900","","23.400",""
"C0C670","2020-05-13 04:00:00","250.000","21.000","1.800","21.100","0.780","983.500","","0.000","-99.000","-99.000","-99.000","21.100","","20.000",""
"C0K550","2020-05-13 04:00:00","15.000","325.000","0.400","23.600","0.910","1010.000","","0.000","-99.000","-99.000","-99.000","23.900","","23.500",""
"C0R350","2020-05-13 04:00:00","35.000","19.000","2.100","25.300","0.840","1007.600","","0.000","9.300","61.000","","25.900","","25.300",""
"C0T9F0","2020-05-13 04:00:00","251.000","0.000","0.000","20.900","0.990","985.300","","0.000","-99.000","-99.000","-99.000","21.000","","20.700",""
"C0D390","2020-05-13 04:00:00","146.000","0.000","0.000","20.600","0.860","993.200","","0.000","-99.000","-99.000","-99.000","20.900","","20.400",""
"C0E430","2020-05-13 04:00:00","258.000","190.000","1.500","20.000","0.960","985.500","","0.000","-99.000","-99.000","-99.000","21.100","","20.000",""
"C0O990","2020-05-13 04:00:00","18.000","0.000","0.200","24.400","0.990","1009.200","","0.000","-99.000","-99.000","-99.000","24.400","","23.600",""
"CM0010","2020-05-13 04:00:00","68.000","-99.000","-99.000","22.000","0.800","1006.500","","0.000","-99.000","-99.000","-99.000","22.100","","21.800",""
"C0K500","2020-05-13 04:00:00","12.000","0.000","0.000","23.800","0.960","1008.900","","0.000","-99.000","-99.000","-99.000","24.200","","23.700",""
"C0X260","2020-05-13 04:00:00","39.000","137.000","0.400","23.700","0.960","1007.400","","0.000","-99.000","-99.000","-99.000","23.900","","23.400",""
"C0ACA0","2020-05-13 04:00:00","25.000","70.000","2.800","23.100","0.830","1009.600","","0.000","-99.000","-99.000","-99.000","23.300","","23.100",""
"C0X180","2020-05-13 04:00:00","62.000","0.000","0.000","23.800","0.990","1003.300","","0.000","-99.000","-99.000","-99.000","24.300","","23.700",""
"C0F930","2020-05-13 04:00:00","100.000","0.000","0.000","21.200","1.000","999.200","","0.000","-99.000","-99.000","-99.000","23.000","","21.200",""
"C0I010","2020-05-13 04:00:00","1562.000","90.000","0.600","15.900","0.820","848.400","","0.000","-99.000","-99.000","-99.000","17.200","","15.500",""
"C0R190","2020-05-13 04:00:00","32.000","0.000","0.000","25.800","0.990","1007.100","","0.000","-99.000","-99.000","-99.000","25.800","","24.900",""
"C0E420","2020-05-13 04:00:00","19.000","41.000","0.800","20.700","0.870","1007.400","","0.000","-99.000","-99.000","-99.000","21.500","","20.600",""
"C0I460","2020-05-13 04:00:00","110.000","185.000","1.400","23.500","0.950","998.900","","0.000","-99.000","-99.000","-99.000","24.000","","23.200",""
"C0A9F0","2020-05-13 04:00:00","35.000","98.000","1.500","23.100","0.840","1010.200","","0.000","-99.000","-99.000","-99.000","23.500","","23.100",""
"C0F9A0","2020-05-13 04:00:00","425.000","0.000","0.000","21.600","1.000","963.600","","0.000","-99.000","-99.000","-99.000","23.700","","21.600",""
"C0O950","2020-05-13 04:00:00","4.000","0.000","0.000","24.200","1.000","1010.200","","0.000","-99.000","-99.000","-99.000","24.700","","24.100",""
"C0M760","2020-05-13 04:00:00","40.000","0.000","0.000","23.600","0.910","1007.000","","0.000","-99.000","-99.000","-99.000","24.000","","23.300",""
"C0AH70","2020-05-13 04:00:00","34.000","78.000","2.200","23.100","0.740","1010.200","","0.000","-99.000","-99.000","-99.000","23.200","","23.000",""
"C0V250","2020-05-13 04:00:00","298.000","10.000","0.900","23.300","0.990","977.500","","0.500","-99.000","-99.000","-99.000","23.800","","23.300",""
"C0U980","2020-05-13 04:00:00","573.000","110.000","1.300","18.700","1.000","951.300","","0.000","-99.000","-99.000","-99.000","18.700","","18.100",""
"C0S740","2020-05-13 04:00:00","289.000","25.000","2.000","20.900","0.980","981.700","","0.000","-99.000","-99.000","-99.000","21.700","","20.800",""
"C0A940","2020-05-13 04:00:00","49.000","245.000","0.300","20.900","0.990","1009.000","","0.000","-99.000","-99.000","-99.000","20.900","","20.400",""
"C0A920","2020-05-13 04:00:00","196.000","115.000","2.400","21.300","0.910","990.900","","0.000","7.700","123.000","","21.400","","21.000",""
"C0T870","2020-05-13 04:00:00","135.000","0.000","0.200","21.200","0.990","998.300","","0.000","-99.000","-99.000","-99.000","21.600","","21.200",""
"C0O930","2020-05-13 04:00:00","69.000","284.000","0.500","23.700","1.000","1003.300","","0.000","-99.000","-99.000","-99.000","24.300","","23.500",""
"C0AI40","2020-05-13 04:00:00","37.000","100.000","1.600","24.300","0.720","1009.800","","0.000","-99.000","-99.000","-99.000","24.600","","24.200",""
"C0C460","2020-05-13 04:00:00","482.000","0.000","0.000","21.400","0.690","958.500","","0.000","-99.000","-99.000","-99.000","21.800","","21.000",""
"C0E520","2020-05-13 04:00:00","320.000","89.000","0.600","19.600","1.000","976.000","","0.000","-99.000","-99.000","-99.000","20.200","","19.500",""
"C0T9D0","2020-05-13 04:00:00","7.000","0.000","0.000","21.500","1.000","1014.000","","0.000","-99.000","-99.000","-99.000","21.900","","21.500",""
"C0I390","2020-05-13 04:00:00","1184.000","99.000","1.400","16.100","0.990","885.900","","0.000","-99.000","-99.000","-99.000","17.500","","16.100",""
"C0B020","2020-05-13 04:00:00","86.000","202.000","1.000","23.300","0.800","1002.800","","-99.000","7.000","107.000","","23.300","","22.600",""
"CM0170","2020-05-13 04:00:00","106.000","99.000","1.400","22.100","0.990","1000.400","","0.000","-99.000","-99.000","-99.000","22.700","","22.100",""
"C0F860","2020-05-13 04:00:00","2215.000","179.000","0.600","10.500","1.000","782.000","","0.000","-99.000","-99.000","-99.000","11.500","","10.400",""
"C0U890","2020-05-13 04:00:00","116.000","246.000","1.700","21.900","0.990","1002.300","","0.000","-99.000","-99.000","-99.000","21.900","","21.300",""
"C0G800","2020-05-13 04:00:00","15.000","0.000","0.000","23.000","0.990","1009.300","","0.000","-99.000","-99.000","-99.000","24.100","","23.000",""
"C0F850","2020-05-13 04:00:00","379.000","107.000","0.600","21.200","0.990","968.100","","0.000","-99.000","-99.000","-99.000","21.700","","21.000",""
"C0AH50","2020-05-13 04:00:00","275.000","88.000","5.700","21.300","0.990","981.400","","0.000","-99.000","-99.000","-99.000","21.500","","21.200",""
"C0Z160","2020-05-13 04:00:00","124.000","0.000","0.200","22.200","0.960","1002.900","","0.000","-99.000","-99.000","-99.000","22.300","","21.900",""
"C0R540","2020-05-13 04:00:00","17.000","44.000","1.500","26.400","0.870","1009.100","","0.000","-99.000","-99.000","-99.000","27.000","","26.200",""
"C0H890","2020-05-13 04:00:00","440.000","0.000","0.000","20.500","0.990","961.700","","0.000","-99.000","-99.000","-99.000","21.700","","20.500",""
"C0S770","2020-05-13 04:00:00","375.000","117.000","0.600","22.200","0.870","970.500","","0.000","-99.000","-99.000","-99.000","22.300","","21.900",""
"C0X230","2020-05-13 04:00:00","29.000","343.000","1.400","23.600","0.910","1009.500","","0.000","-99.000","-99.000","-99.000","23.600","","23.200",""
"C0B010","2020-05-13 04:00:00","38.000","66.000","1.000","21.000","1.000","1007.400","","0.000","-99.000","-99.000","-99.000","21.600","","21.000",""
"C0R490","2020-05-13 04:00:00","49.000","352.000","0.400","25.700","0.920","1005.200","","0.000","-99.000","-99.000","-99.000","26.000","","25.300",""
"C0V440","2020-05-13 04:00:00","27.000","343.000","0.800","25.800","0.880","1008.000","","0.000","-99.000","-99.000","-99.000","26.400","","25.500",""
"C0SA40","2020-05-13 04:00:00","200.000","316.000","0.900","22.300","0.890","991.100","","0.000","-99.000","-99.000","-99.000","22.300","","22.000",""
"C0Z280","2020-05-13 04:00:00","224.000","0.000","0.100","21.000","0.990","990.100","","2.500","-99.000","-99.000","-99.000","21.500","","21.000",""
"C0Z070","2020-05-13 04:00:00","247.000","0.000","0.000","20.900","0.990","985.700","","1.000","-99.000","-99.000","-99.000","20.900","","20.500",""
"CM0180","2020-05-13 04:00:00","313.000","0.000","0.100","22.900","0.900","977.200","","0.000","-99.000","-99.000","-99.000","23.300","","22.500",""
"C0T9N0","2020-05-13 04:00:00","261.000","7.000","1.600","21.200","0.970","984.200","","0.000","-99.000","-99.000","-99.000","21.400","","21.100",""
"C0R800","2020-05-13 04:00:00","131.000","111.000","2.900","24.800","0.800","996.700","","0.000","8.800","84.000","","25.100","","24.600",""
"C0K470","2020-05-13 04:00:00","97.000","114.000","0.800","22.100","0.990","1000.200","","0.000","-99.000","-99.000","-99.000","22.800","","21.900",""
"C0R720","2020-05-13 04:00:00","214.000","360.000","5.900","22.900","0.960","988.400","","0.000","-99.000","-99.000","-99.000","24.000","","22.900",""
"C0V650","2020-05-13 04:00:00","28.000","91.000","1.400","25.000","0.930","1010.100","","0.000","-99.000","-99.000","-99.000","25.500","","25.000",""
"C0R830","2020-05-13 04:00:00","383.000","46.000","4.300","21.700","0.980","968.400","","0.000","9.700","51.000","","22.200","","21.500",""
"C0H9C0","2020-05-13 04:00:00","3402.000","301.000","0.700","5.500","0.770","678.600","","0.000","-99.000","-99.000","-99.000","6.500","","4.200",""
"C0U780","2020-05-13 04:00:00","15.000","260.000","0.800","22.000","0.990","1013.300","","0.000","-99.000","-99.000","-99.000","22.300","","21.900",""
"C0U760","2020-05-13 04:00:00","22.000","0.000","0.000","21.700","0.990","1013.200","","0.000","-99.000","-99.000","-99.000","21.700","","21.400",""
"C0X290","2020-05-13 04:00:00","10.000","20.000","2.400","25.100","0.870","1010.300","","0.000","-99.000","-99.000","-99.000","25.400","","25.000",""
"C0K330","2020-05-13 04:00:00","38.000","0.000","0.000","-99.000","-99.000","1006.600","","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0M660","2020-05-13 04:00:00","40.000","178.000","0.500","23.000","0.960","1007.300","","0.000","-99.000","-99.000","-99.000","23.700","","23.000",""
"C0D580","2020-05-13 04:00:00","120.000","0.000","0.000","19.200","0.980","997.800","","0.000","-99.000","-99.000","-99.000","20.600","","19.200",""
"C0R640","2020-05-13 04:00:00","21.000","41.000","1.800","26.300","0.920","1009.000","","0.000","-99.000","-99.000","-99.000","27.200","","26.300",""
"C0E810","2020-05-13 04:00:00","53.000","0.000","0.000","19.700","0.990","1005.500","","0.000","-99.000","-99.000","-99.000","20.800","","19.700",""
"C0G830","2020-05-13 04:00:00","27.000","0.000","0.000","24.100","1.000","1007.500","","0.000","-99.000","-99.000","-99.000","24.600","","24.000",""
"C0A550","2020-05-13 04:00:00","422.000","0.000","0.000","18.800","1.000","967.500","","0.000","-99.000","-99.000","-99.000","19.000","","17.700",""
"C0G750","2020-05-13 04:00:00","31.000","172.000","0.400","22.800","0.940","1008.600","","-99.000","-99.000","-99.000","-99.000","24.000","","22.800",""
"C0Z270","2020-05-13 04:00:00","343.000","336.000","1.200","20.700","0.990","975.700","","0.000","-99.000","-99.000","-99.000","21.200","","20.700",""
"C0UA30","2020-05-13 04:00:00","1397.000","0.000","0.000","14.800","1.000","862.300","","0.500","-99.000","-99.000","-99.000","16.000","","14.600",""
"C0I080","2020-05-13 04:00:00","536.000","0.000","0.000","18.900","0.950","954.600","","0.000","-99.000","-99.000","-99.000","19.800","","18.800",""
"C0UA00","2020-05-13 04:00:00","392.000","0.000","0.000","19.800","0.980","971.600","","0.000","-99.000","-99.000","-99.000","20.000","","19.600",""
"C0AD40","2020-05-13 04:00:00","32.000","53.000","1.500","22.300","0.830","1009.400","","0.000","-99.000","-99.000","-99.000","22.600","","21.900",""
"C0G900","2020-05-13 04:00:00","20.000","39.000","1.400","23.800","0.870","1008.100","","0.000","-99.000","-99.000","-99.000","25.600","","23.800",""
"C0S660","2020-05-13 04:00:00","794.000","0.000","0.000","19.800","1.000","927.200","","0.000","-99.000","-99.000","-99.000","19.900","","19.700",""
"C0M640","2020-05-13 04:00:00","155.000","0.000","0.000","22.800","0.990","993.600","","0.000","-99.000","-99.000","-99.000","23.100","","22.500",""
"C0R660","2020-05-13 04:00:00","20.000","114.000","1.200","26.000","0.870","1009.800","","0.000","-99.000","-99.000","-99.000","26.800","","25.800",""
"C0UA10","2020-05-13 04:00:00","1711.000","0.000","0.000","12.300","1.000","833.500","","0.500","-99.000","-99.000","-99.000","14.000","","12.300",""
"C0V770","2020-05-13 04:00:00","26.000","348.000","0.900","24.900","0.870","1008.400","","0.000","-99.000","-99.000","-99.000","25.400","","24.900",""
"C0E730","2020-05-13 04:00:00","26.000","153.000","0.500","21.200","0.910","1007.100","","0.000","-99.000","-99.000","-99.000","22.400","","21.200",""
"C0V810","2020-05-13 04:00:00","32.000","350.000","1.900","25.000","0.890","1006.800","","0.000","-99.000","-99.000","-99.000","25.500","","25.000",""
"C0A9C0","2020-05-13 04:00:00","35.000","91.000","1.700","24.100","0.760","1010.000","","0.000","-99.000","-99.000","-99.000","24.200","","23.900",""
"C0X310","2020-05-13 04:00:00","9.000","36.000","2.100","24.900","0.870","1011.200","","0.000","-99.000","-99.000","-99.000","25.300","","24.800",""
"C0K280","2020-05-13 04:00:00","23.000","343.000","0.500","23.300","1.000","1010.900","","0.000","-99.000","-99.000","-99.000","24.100","","23.000",""
"C0M650","2020-05-13 04:00:00","20.000","348.000","0.600","23.700","0.920","1009.500","","0.000","-99.000","-99.000","-99.000","24.000","","23.700",""
"C0S910","2020-05-13 04:00:00","212.000","40.000","12.300","24.000","0.990","989.300","","0.000","-99.000","-99.000","-99.000","24.400","","24.000",""
"C0D570","2020-05-13 04:00:00","15.000","0.000","0.000","19.600","1.000","1010.000","","0.000","-99.000","-99.000","-99.000","21.300","","19.600",""
"C0M710","2020-05-13 04:00:00","15.000","5.000","1.500","24.500","0.860","1009.800","","0.000","-99.000","-99.000","-99.000","24.700","","24.400",""
"C0V490","2020-05-13 04:00:00","20.000","342.000","1.700","26.200","0.990","1009.400","","0.000","-99.000","-99.000","-99.000","26.700","","26.200",""
"C0E870","2020-05-13 04:00:00","34.000","36.000","0.800","20.800","0.990","1009.200","","0.000","-99.000","-99.000","-99.000","21.800","","20.800",""
"C0M800","2020-05-13 04:00:00","440.000","94.000","0.900","21.000","0.920","963.000","","0.000","-99.000","-99.000","-99.000","21.500","","20.900",""
"C0A570","2020-05-13 04:00:00","360.000","0.000","0.000","19.100","0.990","973.900","","0.000","-99.000","-99.000","-99.000","19.500","","18.800",""
"C0S790","2020-05-13 04:00:00","236.000","3.000","1.000","22.900","0.820","988.100","","0.000","-99.000","-99.000","-99.000","23.000","","22.800",""
"C0U990","2020-05-13 04:00:00","31.000","0.000","0.000","21.600","0.980","1012.000","","0.000","-99.000","-99.000","-99.000","21.900","","21.500",""
"C0M700","2020-05-13 04:00:00","150.000","0.000","0.200","21.700","0.990","995.000","","0.000","-99.000","-99.000","-99.000","22.000","","21.600",""
"C0A970","2020-05-13 04:00:00","96.000","350.000","2.900","22.100","0.990","1004.100","","0.000","-99.000","-99.000","-99.000","22.100","","21.600",""
"CM0110","2020-05-13 04:00:00","7.000","81.000","0.900","23.200","0.800","1010.600","","-99.000","-99.000","-99.000","-99.000","24.800","","23.200",""
"C0S940","2020-05-13 04:00:00","150.000","15.000","1.000","22.300","0.980","996.100","","0.500","-99.000","-99.000","-99.000","22.600","","21.800",""
"C0X250","2020-05-13 04:00:00","33.000","30.000","1.000","24.200","0.870","1007.700","","0.000","-99.000","-99.000","-99.000","24.600","","24.100",""
"C0K520","2020-05-13 04:00:00","10.000","0.000","0.200","23.800","0.900","1009.300","","0.000","-99.000","-99.000","-99.000","24.400","","23.800",""
"C0Z200","2020-05-13 04:00:00","153.000","79.000","1.100","21.800","0.930","997.700","","0.000","-99.000","-99.000","-99.000","21.900","","21.600",""
"C0V740","2020-05-13 04:00:00","60.000","0.000","0.200","25.100","1.000","1005.600","","0.000","-99.000","-99.000","-99.000","25.100","","24.500",""
"C0V790","2020-05-13 04:00:00","410.000","42.000","0.900","23.000","0.890","965.000","","0.000","-99.000","-99.000","-99.000","23.000","","22.500",""
"C0G860","2020-05-13 04:00:00","45.000","152.000","0.800","24.000","0.930","1004.800","","0.000","-99.000","-99.000","-99.000","24.900","","24.000",""
"C0Z250","2020-05-13 04:00:00","1124.000","0.000","0.100","17.300","0.990","890.800","","1.500","-99.000","-99.000","-99.000","17.600","","17.300",""
"C0K440","2020-05-13 04:00:00","35.000","0.000","0.000","23.500","0.910","1007.400","","0.000","-99.000","-99.000","-99.000","23.700","","23.500",""
"C0T900","2020-05-13 04:00:00","160.000","0.000","0.100","21.300","0.940","994.500","","0.000","-99.000","-99.000","-99.000","21.700","","21.300",""
"C0F9V0","2020-05-13 04:00:00","525.000","189.000","1.800","21.900","0.860","952.400","","0.000","-99.000","-99.000","-99.000","22.800","","21.500",""
"C0UA20","2020-05-13 04:00:00","2619.000","212.000","2.300","8.600","1.000","-99.000","","0.000","-99.000","-99.000","-99.000","9.300","","8.400",""
"C0M850","2020-05-13 04:00:00","695.000","0.000","0.000","21.000","0.990","933.900","","0.500","-99.000","-99.000","-99.000","21.000","","20.200",""
"C0C620","2020-05-13 04:00:00","19.000","99.000","2.700","22.900","0.810","1009.400","","0.000","-99.000","-99.000","-99.000","23.100","","22.700",""
"C0I360","2020-05-13 04:00:00","300.000","71.000","1.300","21.700","0.870","976.800","","0.000","-99.000","-99.000","-99.000","22.900","","21.400",""
"C0M810","2020-05-13 04:00:00","1354.000","207.000","0.800","16.700","0.970","865.900","","0.000","-99.000","-99.000","-99.000","18.600","","16.700",""
"C0AC80","2020-05-13 04:00:00","40.000","83.000","2.600","22.600","0.830","1008.800","","0.000","-99.000","-99.000","-99.000","22.600","","22.100",""
"CM0140","2020-05-13 04:00:00","26.000","72.000","1.300","24.900","0.760","1010.800","","0.000","-99.000","-99.000","-99.000","25.300","","24.000",""
"C0SA20","2020-05-13 04:00:00","857.000","356.000","1.700","18.400","1.000","918.400","","0.000","-99.000","-99.000","-99.000","19.200","","18.300",""
"C0K490","2020-05-13 04:00:00","91.000","0.000","0.000","22.800","0.920","1000.700","","0.000","-99.000","-99.000","-99.000","23.000","","22.400",""
"C0V820","2020-05-13 04:00:00","441.000","29.000","1.400","22.500","0.900","964.500","","0.000","-99.000","-99.000","-99.000","22.800","","22.300",""
"C0S810","2020-05-13 04:00:00","65.000","12.000","1.400","23.600","0.880","1008.200","","0.000","-99.000","-99.000","-99.000","23.900","","23.400",""
"C0R580","2020-05-13 04:00:00","10.000","6.000","0.900","26.000","0.890","1010.100","","0.000","-99.000","-99.000","-99.000","26.700","","25.800",""
"C0Z330","2020-05-13 04:00:00","488.000","74.000","0.400","19.800","0.990","961.000","","0.000","-99.000","-99.000","-99.000","20.000","","19.700",""
"C0E590","2020-05-13 04:00:00","40.000","0.000","0.000","20.700","0.990","1005.700","","0.000","-99.000","-99.000","-99.000","21.400","","20.700",""
"C0D540","2020-05-13 04:00:00","227.000","0.000","0.000","19.100","0.970","986.800","","0.000","-99.000","-99.000","-99.000","20.000","","19.100",""
"C0K420","2020-05-13 04:00:00","42.000","165.000","0.300","23.500","0.910","1006.300","","0.000","-99.000","-99.000","-99.000","24.000","","23.400",""
"C0Z180","2020-05-13 04:00:00","34.000","111.000","0.300","23.200","0.920","1009.800","","0.000","-99.000","-99.000","-99.000","23.600","","23.000",""
"C0M720","2020-05-13 04:00:00","225.000","0.000","0.000","22.300","0.960","985.700","","0.000","-99.000","-99.000","-99.000","22.600","","21.800",""
"C0V450","2020-05-13 04:00:00","51.000","19.000","1.100","25.100","0.990","1005.300","","0.000","-99.000","-99.000","-99.000","26.600","","25.100",""
"C0R280","2020-05-13 04:00:00","242.000","66.000","2.400","23.000","0.950","984.800","","0.000","7.700","65.000","","23.100","","22.700",""
"C0E610","2020-05-13 04:00:00","850.000","0.000","0.000","20.900","0.690","918.500","","0.000","-99.000","-99.000","-99.000","21.100","","20.300",""
"C0V610","2020-05-13 04:00:00","22.000","353.000","1.000","25.900","0.870","1009.000","","0.000","-99.000","-99.000","-99.000","26.400","","25.500",""
"C0Z310","2020-05-13 04:00:00","59.000","360.000","0.900","21.900","0.990","1007.800","","0.000","-99.000","-99.000","-99.000","21.900","","21.600",""
"C0S700","2020-05-13 04:00:00","507.000","97.000","0.600","20.400","0.940","957.600","","0.000","-99.000","-99.000","-99.000","20.800","","20.300",""
"C0T9G0","2020-05-13 04:00:00","605.000","43.000","1.400","18.900","0.990","948.200","","0.000","-99.000","-99.000","-99.000","19.200","","18.800",""
"C0U520","2020-05-13 04:00:00","517.000","233.000","0.500","18.200","0.990","958.900","","0.000","-99.000","-99.000","-99.000","18.600","","18.100",""
"C0E750","2020-05-13 04:00:00","62.000","2.000","0.500","21.900","0.920","1002.300","","0.000","-99.000","-99.000","-99.000","22.400","","21.800",""
"C0R810","2020-05-13 04:00:00","25.000","69.000","2.000","25.500","0.850","1009.000","","0.000","-99.000","-99.000","-99.000","26.200","","25.100",""
"C0G660","2020-05-13 04:00:00","27.000","0.000","0.100","24.600","0.860","1010.800","","0.000","-99.000","-99.000","-99.000","25.400","","24.400",""
"C0W140","2020-05-13 04:00:00","21.000","40.000","2.900","22.700","0.790","1011.600","","0.000","-99.000","-99.000","-99.000","22.800","","22.600",""
"C0U720","2020-05-13 04:00:00","1260.000","307.000","0.600","15.400","0.990","888.600","","0.500","-99.000","-99.000","-99.000","16.700","","15.400",""
"C0R690","2020-05-13 04:00:00","248.000","37.000","1.600","23.100","0.930","982.800","","0.000","-99.000","-99.000","-99.000","23.600","","23.100",""
"C0X150","2020-05-13 04:00:00","18.000","16.000","0.600","24.900","0.900","1010.800","","0.000","-99.000","-99.000","-99.000","25.000","","24.700",""
"C0Z050","2020-05-13 04:00:00","830.000","0.000","0.000","18.800","0.980","923.700","","1.000","-99.000","-99.000","-99.000","18.800","","18.500",""
"C0I490","2020-05-13 04:00:00","1601.000","324.000","0.600","16.400","0.840","842.100","","0.000","-99.000","-99.000","-99.000","17.100","","15.600",""
"C0I090","2020-05-13 04:00:00","910.000","62.000","0.400","19.700","0.910","912.000","","0.000","-99.000","-99.000","-99.000","20.500","","19.100",""
"C0X240","2020-05-13 04:00:00","394.000","144.000","0.400","22.200","0.970","967.900","","0.000","-99.000","-99.000","-99.000","22.200","","21.200",""
"C0S990","2020-05-13 04:00:00","409.000","19.000","3.000","22.200","0.930","967.200","","0.000","-99.000","-99.000","-99.000","22.500","","22.000",""
"C0E850","2020-05-13 04:00:00","104.000","0.000","0.000","21.000","0.980","999.100","","0.000","-99.000","-99.000","-99.000","21.300","","20.800",""
"C0T9B0","2020-05-13 04:00:00","558.000","247.000","0.600","20.600","0.990","952.400","","0.000","-99.000","-99.000","-99.000","20.600","","19.600",""
"C0G650","2020-05-13 04:00:00","34.000","158.000","0.900","23.600","0.990","1007.100","","0.000","-99.000","-99.000","-99.000","24.600","","23.500",""
"C0K580","2020-05-13 04:00:00","26.000","0.000","0.000","23.100","0.990","1009.600","","0.000","-99.000","-99.000","-99.000","23.700","","22.900",""
"C0X050","2020-05-13 04:00:00","25.000","0.000","0.000","23.900","0.990","1007.500","","0.000","-99.000","-99.000","-99.000","23.900","","23.300",""
"CM0100","2020-05-13 04:00:00","25.000","114.000","1.600","23.100","0.710","1008.500","","0.000","-99.000","-99.000","-99.000","23.100","","22.200",""
"C0AC70","2020-05-13 04:00:00","71.000","86.000","1.600","22.000","0.860","1005.400","","0.000","-99.000","-99.000","-99.000","22.300","","21.900",""
"CM0130","2020-05-13 04:00:00","11.000","21.000","1.900","25.700","0.800","1011.000","","0.000","-99.000","-99.000","-99.000","25.800","","25.400",""
"C0W110","2020-05-13 04:00:00","16.000","23.000","8.200","21.400","0.860","1013.100","","0.000","-99.000","-99.000","-99.000","21.600","","21.400",""
"C0R670","2020-05-13 04:00:00","26.000","62.000","2.800","26.300","0.740","1009.500","","0.000","10.800","74.000","","26.800","","26.100",""
"C0X120","2020-05-13 04:00:00","28.000","352.000","1.700","24.700","0.880","1009.400","","0.000","-99.000","-99.000","-99.000","24.800","","24.500",""
"C0R100","2020-05-13 04:00:00","1006.000","252.000","0.300","19.000","0.990","902.700","","0.000","-99.000","-99.000","-99.000","19.500","","18.900",""
"C0R740","2020-05-13 04:00:00","58.000","98.000","4.100","25.700","0.760","1005.300","","0.000","11.300","103.000","","26.100","","25.500",""
"C0C700","2020-05-13 04:00:00","151.000","71.000","2.800","22.300","0.800","995.500","","0.000","8.700","70.000","","22.600","","22.100",""
"C0W130","2020-05-13 04:00:00","18.000","13.000","4.300","23.600","0.850","1008.700","","0.000","9.900","10.000","","23.900","","23.500",""
"C0F9R0","2020-05-13 04:00:00","20.000","0.000","0.000","23.100","1.000","1009.700","","0.000","-99.000","-99.000","-99.000","23.800","","23.100",""
"C0V660","2020-05-13 04:00:00","25.000","354.000","0.500","25.200","0.890","1008.800","","0.000","-99.000","-99.000","-99.000","25.300","","25.000",""
"C0G780","2020-05-13 04:00:00","27.000","356.000","0.600","24.000","0.860","1007.700","","0.000","-99.000","-99.000","-99.000","24.600","","23.900",""
